Age,Annual_Income,Employment_Years,Loan_Amount,Credit_Utilization,Number_of_Credit_Cards,Number_of_Late_Payments,Debt_to_Income_Ratio,Number_of_Open_Accounts,Has_Mortgage,Has_Dependents,Credit_Score,Default_Probability,Loan_Status
23,77445.92,17,22897.94,0.636,1,2,0.296,8,1,1,559.0,0.429,Paid
24,52883.28,35,20446.5,0.075,6,2,0.387,13,0,0,770.0,0.196,Paid
46,78321.5,11,5485.09,0.782,6,1,0.07,6,0,0,613.0,0.382,Paid
31,45260.81,36,22132.89,0.193,4,2,0.489,1,1,0,706.0,0.272,Paid
22,59818.79,10,17743.73,0.702,7,2,0.297,3,1,0,555.0,0.47,Default
34,78518.78,4,7862.79,0.085,9,2,0.1,10,0,1,777.0,0.176,Paid
64,36490.27,20,12298.82,0.621,9,2,0.337,1,0,0,601.0,0.429,Paid
50,42353.47,31,14283.86,0.534,8,1,0.337,14,1,0,684.0,0.323,Paid
69,76211.4,28,9119.91,0.499,1,3,0.12,12,1,0,617.0,0.35,Paid
32,86948.67,6,18139.61,0.391,9,1,0.209,5,0,0,708.0,0.277,Paid
46,60324.21,35,23629.95,0.441,4,2,0.392,12,0,0,649.0,0.344,Paid
64,40608.61,39,10392.47,0.494,3,0,0.256,4,1,1,744.0,0.216,Paid
53,53641.38,26,13926.84,0.327,2,1,0.26,1,0,0,722.0,0.227,Paid
33,99393.7,5,13885.88,0.92,4,3,0.14,1,0,0,456.0,0.57,Default
34,33328.9,37,23305.81,0.947,7,2,0.699,9,0,1,455.0,0.635,Default
44,70559.72,3,16837.5,0.329,1,1,0.239,12,0,0,675.0,0.267,Paid
54,62510.43,34,25304.96,0.774,2,0,0.405,7,0,0,615.0,0.383,Paid
64,36872.32,9,8440.66,0.749,1,2,0.229,14,0,1,523.0,0.47,Default
46,53724.39,37,14891.79,0.864,6,4,0.277,2,1,1,479.0,0.575,Default
41,23908.72,29,20760.81,0.054,7,0,0.868,1,0,1,753.0,0.244,Paid
48,65764.41,8,22034.12,0.364,8,2,0.335,7,0,0,650.0,0.35,Paid
68,68660.38,15,11232.18,0.185,2,1,0.164,5,0,0,762.0,0.163,Paid
56,32676.65,3,14665.09,0.413,1,5,0.449,9,0,0,447.0,0.564,Default
60,71132.6,25,6792.89,0.585,2,1,0.095,5,0,1,675.0,0.283,Paid
22,46697.31,28,1000.0,0.895,8,1,0.021,9,0,0,633.0,0.379,Paid
62,44885.94,27,11873.09,0.831,5,2,0.265,14,1,1,547.0,0.478,Default
29,40493.04,10,11913.76,0.514,6,1,0.294,14,0,0,647.0,0.344,Paid
43,73232.52,27,10800.03,0.072,4,2,0.147,9,1,0,793.0,0.139,Paid
35,26523.19,31,4193.02,0.33,3,0,0.158,3,1,1,796.0,0.137,Paid
33,28213.02,23,20635.98,0.149,9,1,0.731,2,1,0,710.0,0.303,Paid
43,48156.8,38,21900.4,0.655,5,0,0.455,12,1,1,664.0,0.342,Paid
37,48848.36,6,14357.64,0.697,7,1,0.294,5,0,1,589.0,0.425,Paid
68,72532.28,17,6882.59,0.653,7,0,0.095,10,0,0,704.0,0.276,Paid
22,58177.22,2,9220.04,0.305,7,1,0.158,3,0,1,726.0,0.236,Paid
40,58211.47,19,14707.96,0.905,8,1,0.253,14,0,1,566.0,0.47,Default
40,27603.76,33,23508.08,0.597,3,0,0.852,11,1,0,581.0,0.448,Paid
66,55392.68,29,1732.69,0.605,1,0,0.031,9,1,0,725.0,0.214,Paid
23,15000.0,8,9449.54,0.808,4,1,0.63,5,0,0,477.0,0.566,Default
32,64749.15,9,16480.41,0.114,1,0,0.255,10,1,0,788.0,0.124,Paid
60,73545.83,5,22557.8,0.245,4,3,0.307,13,0,0,625.0,0.35,Paid
22,44409.39,16,1799.92,0.598,2,0,0.041,14,0,1,704.0,0.239,Paid
56,67506.76,14,7626.95,0.618,8,1,0.113,5,0,0,670.0,0.323,Paid
34,51219.09,32,1000.0,0.484,6,2,0.02,6,0,1,715.0,0.255,Paid
36,84642.31,12,28093.39,0.775,5,1,0.332,4,0,1,560.0,0.456,Default
39,64560.27,21,3923.51,0.371,2,5,0.061,1,0,1,578.0,0.395,Paid
54,39227.21,15,19961.81,0.06,3,3,0.509,14,0,1,655.0,0.317,Paid
64,83419.45,33,29292.32,0.366,9,1,0.351,3,0,0,741.0,0.256,Paid
66,76540.34,2,29043.92,0.948,5,1,0.379,4,0,0,479.0,0.559,Default
26,51757.13,7,1000.0,0.775,2,0,0.019,3,1,1,638.0,0.322,Paid
33,69910.25,19,25147.81,0.346,1,5,0.36,10,1,0,517.0,0.478,Default
56,69590.55,23,23148.91,0.257,5,0,0.333,8,0,0,777.0,0.177,Paid
42,51487.9,17,24607.77,0.804,3,2,0.478,7,0,1,482.0,0.551,Default
38,61312.95,22,1000.0,0.236,5,0,0.016,4,1,0,845.0,0.075,Paid
32,64890.45,0,9066.36,0.59,8,0,0.14,3,0,0,685.0,0.298,Paid
50,46487.32,1,1000.0,0.522,4,2,0.022,5,1,0,631.0,0.333,Paid
60,86930.89,4,10218.33,0.443,6,1,0.118,7,0,0,692.0,0.274,Paid
27,20455.73,17,23079.16,0.446,8,2,1.128,5,0,1,485.0,0.603,Default
52,73538.82,15,34541.73,0.703,3,1,0.47,8,1,0,550.0,0.462,Default
68,35632.71,9,23527.34,0.146,8,0,0.66,1,1,0,732.0,0.258,Paid
39,55129.36,28,19024.42,0.418,1,1,0.345,14,0,0,677.0,0.285,Paid
26,28035.89,34,9877.9,0.951,4,1,0.352,3,1,0,542.0,0.488,Default
40,33619.51,24,9461.76,0.774,6,3,0.281,12,1,0,520.0,0.516,Default
47,58258.38,23,19203.73,0.07,4,1,0.33,10,1,1,789.0,0.151,Paid
63,61454.79,12,13865.0,0.466,7,3,0.226,13,1,0,604.0,0.4,Paid
57,81196.0,20,20741.11,0.159,4,0,0.255,12,0,1,811.0,0.12,Paid
68,52018.5,38,13664.47,0.501,6,1,0.263,14,0,0,713.0,0.273,Paid
27,72328.11,33,29597.57,0.146,4,2,0.409,1,0,1,730.0,0.235,Paid
25,59794.77,18,24998.31,0.412,6,2,0.418,9,0,1,629.0,0.374,Paid
31,71558.56,27,6509.46,0.557,8,0,0.091,2,0,0,759.0,0.216,Paid
35,38161.18,26,22642.74,0.392,2,2,0.593,5,0,0,596.0,0.403,Paid
23,61776.16,25,17567.19,0.588,5,1,0.284,14,1,1,652.0,0.341,Paid
25,67464.38,10,7767.42,0.966,7,2,0.115,3,0,0,512.0,0.521,Default
43,50067.4,34,35701.19,0.279,5,2,0.713,14,0,0,637.0,0.377,Paid
57,67618.73,19,18045.11,0.575,7,0,0.267,7,1,1,697.0,0.292,Paid
29,69519.03,11,18525.28,0.488,3,2,0.266,3,0,1,607.0,0.373,Paid
35,49643.4,27,22900.94,0.803,4,2,0.461,5,1,0,511.0,0.525,Default
23,75508.55,1,20686.94,0.343,5,3,0.274,2,1,0,599.0,0.387,Paid
49,15000.0,0,24810.97,0.643,3,7,1.5,2,1,0,300.0,0.95,Default
26,21692.64,8,2752.68,0.694,6,0,0.127,9,1,0,662.0,0.32,Paid
37,39315.62,21,29042.97,0.957,7,2,0.739,3,0,0,412.0,0.683,Default
46,65627.0,39,18934.11,0.191,6,0,0.289,7,0,0,843.0,0.105,Paid
41,44900.59,26,17458.28,0.978,6,2,0.389,9,0,1,481.0,0.576,Default
28,33245.01,8,7542.74,0.721,5,2,0.227,11,0,0,549.0,0.46,Default
41,58228.41,6,5979.05,0.474,6,2,0.103,12,1,0,649.0,0.329,Paid
31,62007.42,35,5740.83,0.295,6,2,0.093,4,1,0,763.0,0.196,Paid
58,47268.66,37,10176.68,0.635,8,0,0.215,2,1,0,731.0,0.264,Paid
28,36310.53,1,15592.88,0.182,1,0,0.429,14,1,0,717.0,0.22,Paid
62,60141.97,4,1484.34,0.931,2,1,0.025,3,0,0,544.0,0.442,Paid
44,75898.78,16,32656.9,0.222,6,0,0.43,8,0,0,759.0,0.206,Paid
55,35715.03,36,20021.34,0.77,6,1,0.561,10,1,1,569.0,0.474,Default
34,91619.19,34,4480.05,0.371,7,0,0.049,1,1,0,832.0,0.115,Paid
34,48667.49,7,24774.26,0.251,1,2,0.509,7,1,1,612.0,0.359,Paid
30,47266.12,2,9916.44,0.802,6,0,0.21,14,0,1,601.0,0.4,Paid
32,62685.66,2,7271.47,0.876,8,0,0.116,14,1,0,608.0,0.401,Paid
58,62065.84,0,27965.14,0.055,3,3,0.451,8,0,0,638.0,0.327,Paid
64,15321.07,23,8436.2,0.956,4,0,0.551,1,1,1,519.0,0.522,Default
66,57836.64,29,15507.79,0.442,1,0,0.268,9,1,0,727.0,0.219,Paid
54,71559.97,25,24093.38,0.139,3,1,0.337,1,0,0,766.0,0.177,Paid
61,80558.49,37,26810.11,0.472,7,2,0.333,4,0,1,671.0,0.334,Paid
30,57684.74,39,17557.54,0.16,9,2,0.304,10,0,0,784.0,0.197,Paid
37,52878.19,37,1000.0,0.291,2,5,0.019,3,0,0,643.0,0.318,Paid
37,74493.62,2,4332.17,0.568,6,1,0.058,7,1,0,662.0,0.311,Paid
23,95835.41,12,29479.97,0.384,7,2,0.308,14,0,1,652.0,0.342,Paid
51,61870.81,35,23628.24,0.262,2,3,0.382,3,1,0,655.0,0.319,Paid
21,56351.81,11,21560.56,0.233,8,4,0.383,6,0,0,606.0,0.406,Paid
32,85137.27,19,7763.61,0.642,2,2,0.091,7,0,1,607.0,0.366,Paid
59,37404.21,38,4933.9,0.896,5,4,0.132,10,0,0,496.0,0.542,Default
24,61252.97,7,1000.0,0.102,6,2,0.016,8,1,0,780.0,0.152,Paid
62,108153.04,1,9718.7,0.277,1,2,0.09,8,1,0,676.0,0.256,Paid
33,69067.57,10,18784.5,0.669,7,2,0.272,10,0,1,570.0,0.449,Paid
54,75335.66,20,29518.32,0.968,6,3,0.392,2,0,0,431.0,0.635,Default
62,53426.02,36,13960.85,0.684,4,1,0.261,2,0,1,645.0,0.35,Paid
41,71726.05,5,14742.55,0.099,2,1,0.206,14,0,1,759.0,0.161,Paid
42,84317.22,18,24354.95,0.216,6,1,0.289,8,0,1,753.0,0.207,Paid
24,29716.47,29,10159.12,0.373,9,2,0.342,9,0,0,693.0,0.314,Paid
38,58074.29,38,13528.0,0.196,8,1,0.233,5,0,0,820.0,0.142,Paid
25,66994.94,35,15828.55,0.22,6,1,0.236,11,0,0,797.0,0.159,Paid
39,58872.8,19,9802.29,0.304,5,0,0.166,14,0,1,788.0,0.154,Paid
22,50257.32,9,19881.91,0.397,7,1,0.396,14,1,1,665.0,0.329,Paid
32,87903.67,23,16264.6,0.414,3,1,0.185,3,1,0,710.0,0.245,Paid
37,64072.58,32,16939.53,0.514,9,0,0.264,11,0,0,752.0,0.241,Paid
30,45977.5,28,5100.23,0.913,6,1,0.111,7,1,0,600.0,0.413,Paid
54,79684.6,29,23164.89,0.974,2,0,0.291,3,0,0,568.0,0.439,Paid
26,87795.01,35,31837.67,0.068,5,2,0.363,4,0,1,772.0,0.186,Paid
28,82814.91,5,22406.13,0.509,9,1,0.271,6,0,0,658.0,0.345,Paid
31,51687.63,13,7482.49,0.749,6,2,0.145,12,1,0,572.0,0.437,Paid
32,52551.76,2,1000.0,0.118,9,1,0.019,10,0,1,820.0,0.119,Paid
29,39198.23,23,13782.15,0.925,1,2,0.352,10,0,0,473.0,0.55,Default
22,65079.83,18,20915.1,0.922,2,2,0.321,14,1,0,475.0,0.549,Default
28,81971.16,37,8190.43,0.244,9,1,0.1,12,0,0,836.0,0.123,Paid
31,71283.62,33,11799.34,0.781,9,5,0.166,9,0,0,494.0,0.566,Default
56,95041.4,8,26223.45,0.591,1,4,0.276,10,1,1,479.0,0.523,Default
30,21192.61,29,1000.0,0.082,5,1,0.047,9,1,1,850.0,0.059,Paid
41,62803.59,31,18175.6,0.326,6,1,0.289,7,1,0,746.0,0.225,Paid
40,76633.17,12,4375.06,0.295,5,1,0.057,12,0,0,759.0,0.181,Paid
68,47822.05,17,23497.44,0.868,3,4,0.491,9,0,0,380.0,0.681,Default
28,37369.61,21,22640.6,0.885,6,1,0.606,1,0,1,495.0,0.564,Default
56,35856.55,3,14604.76,0.082,9,0,0.407,9,0,0,795.0,0.169,Paid
49,62088.02,22,17928.2,0.74,4,5,0.289,2,1,1,434.0,0.608,Default
62,35357.32,6,5894.57,0.161,2,0,0.167,9,0,1,790.0,0.123,Paid
32,89460.8,10,23419.36,0.786,3,2,0.262,10,0,0,517.0,0.493,Default
34,70298.75,38,18987.8,0.836,7,0,0.27,13,0,0,656.0,0.36,Paid
68,55985.2,33,14501.54,0.105,1,3,0.259,7,1,1,718.0,0.224,Paid
41,58390.05,4,7201.46,0.353,7,1,0.123,9,0,0,722.0,0.24,Paid
42,81638.51,24,15948.47,0.403,7,0,0.195,13,0,0,773.0,0.192,Paid
41,86817.99,27,11256.7,0.938,6,2,0.13,1,1,1,547.0,0.48,Default
64,41321.64,13,22921.08,0.395,2,0,0.555,5,1,0,657.0,0.318,Paid
50,45336.78,26,31423.15,0.288,1,1,0.693,12,1,0,642.0,0.341,Paid
59,52853.35,15,21619.24,0.626,3,2,0.409,13,1,0,545.0,0.463,Default
40,47507.9,26,11462.55,0.198,9,0,0.241,13,1,1,839.0,0.119,Paid
44,23904.84,1,29542.53,0.631,5,1,1.236,3,1,0,400.0,0.691,Default
43,43702.43,18,10982.13,0.476,5,2,0.251,6,1,1,638.0,0.35,Paid
27,45923.75,22,17864.04,0.73,4,1,0.389,7,0,1,577.0,0.435,Paid
29,35996.92,13,10843.36,0.588,4,0,0.301,6,0,0,659.0,0.32,Paid
21,68805.61,25,15223.16,0.214,7,0,0.221,7,0,0,826.0,0.122,Paid
46,57483.57,7,1000.0,0.922,2,1,0.017,6,0,0,554.0,0.43,Paid
58,72345.74,26,2988.98,0.467,7,1,0.041,13,1,0,749.0,0.217,Paid
58,40304.45,39,14374.56,0.742,4,5,0.357,5,0,1,454.0,0.596,Default
64,72678.04,27,17927.46,0.545,6,2,0.247,14,0,0,641.0,0.358,Paid
42,62894.4,3,13620.53,0.855,1,1,0.217,10,1,1,521.0,0.471,Default
64,49030.71,37,23679.59,0.363,7,0,0.483,1,1,0,753.0,0.236,Paid
30,92085.69,10,1000.0,0.644,3,2,0.011,6,0,0,610.0,0.361,Paid
26,62254.13,23,19750.58,0.124,9,4,0.317,3,1,0,680.0,0.319,Paid
37,49469.05,27,28259.54,0.122,5,1,0.571,2,0,0,738.0,0.236,Paid
58,65620.71,17,22764.05,0.834,6,0,0.347,3,0,0,594.0,0.424,Paid
44,41070.29,20,21629.72,0.811,6,2,0.527,1,0,1,491.0,0.562,Default
30,56464.64,25,24949.73,0.384,7,0,0.442,5,0,1,731.0,0.256,Paid
28,100581.76,2,2908.43,0.679,3,3,0.029,1,0,0,540.0,0.446,Paid
41,24608.12,12,2862.15,0.821,1,1,0.116,5,0,0,569.0,0.409,Paid
26,49435.52,37,11862.99,0.184,1,1,0.24,11,1,0,786.0,0.142,Paid
41,57048.16,27,13967.66,0.966,7,1,0.245,14,0,1,560.0,0.476,Default
59,52671.98,13,16851.45,0.874,2,1,0.32,5,1,0,520.0,0.49,Default
44,49987.06,0,2948.36,0.693,7,1,0.059,7,0,1,625.0,0.365,Paid
53,93864.83,27,12384.44,0.555,8,0,0.132,14,1,0,751.0,0.228,Paid
38,48903.06,35,24628.85,0.882,1,1,0.504,9,0,1,520.0,0.504,Default
48,67936.78,10,11432.73,0.738,5,6,0.168,5,0,1,400.0,0.646,Default
52,47748.84,39,1000.0,0.594,2,1,0.021,1,1,0,716.0,0.236,Paid
32,67983.72,3,1000.0,0.879,3,1,0.015,9,0,0,564.0,0.42,Paid
68,78713.55,33,24939.18,0.246,5,4,0.317,7,0,0,644.0,0.347,Paid
62,58512.51,0,29776.68,0.277,5,3,0.509,2,0,0,570.0,0.434,Paid
47,48563.7,9,7249.96,0.915,2,2,0.149,6,1,1,494.0,0.513,Default
30,57529.62,16,23576.04,0.112,4,1,0.41,7,1,1,746.0,0.206,Paid
66,70701.56,6,21299.59,0.093,7,2,0.301,7,0,0,729.0,0.236,Paid
62,77329.26,38,1000.0,0.787,6,2,0.013,1,1,0,637.0,0.362,Paid
52,65140.54,12,20013.44,0.435,3,1,0.307,14,1,0,657.0,0.312,Paid
62,58410.15,21,21942.51,0.902,4,0,0.376,10,1,0,566.0,0.452,Default
46,85576.3,0,12108.51,0.33,7,4,0.141,4,0,0,598.0,0.394,Paid
45,47467.97,27,10952.89,0.317,1,0,0.231,6,1,1,768.0,0.162,Paid
31,51754.94,32,17296.09,0.94,8,1,0.334,10,0,0,565.0,0.482,Default
43,95873.89,12,7190.64,0.565,8,1,0.075,5,0,1,689.0,0.295,Paid
54,58065.04,0,26695.73,0.621,3,2,0.46,12,1,1,507.0,0.506,Default
60,73180.91,37,14852.16,0.885,6,3,0.203,10,1,1,528.0,0.511,Default
43,42262.24,24,10667.28,0.404,2,0,0.252,6,0,0,736.0,0.209,Paid
49,80019.78,20,13548.92,0.281,8,1,0.169,8,0,0,772.0,0.193,Paid
51,36987.6,32,24997.0,0.581,8,0,0.676,10,0,0,645.0,0.391,Paid
27,35501.39,36,13538.15,0.431,3,1,0.381,3,1,1,691.0,0.285,Paid
60,77849.52,33,10488.04,0.202,6,0,0.135,2,0,1,850.0,0.075,Paid
53,52771.61,2,1000.0,0.16,1,3,0.019,12,1,0,687.0,0.236,Paid
41,55152.42,29,16713.66,0.725,4,1,0.303,6,0,0,610.0,0.393,Paid
22,68611.96,2,12157.39,0.082,9,1,0.177,13,0,1,799.0,0.152,Paid
38,54198.51,17,3047.86,0.541,7,2,0.056,7,1,0,666.0,0.319,Paid
67,39045.65,22,19334.16,0.357,4,4,0.495,10,1,0,548.0,0.467,Default
53,48641.72,7,4095.64,0.19,3,2,0.084,14,1,0,725.0,0.207,Paid
57,40504.0,8,8563.76,0.878,8,1,0.211,13,1,1,560.0,0.469,Default
54,83227.02,1,19684.6,0.739,8,0,0.237,9,0,1,623.0,0.384,Paid
40,84114.13,1,19628.27,0.769,6,3,0.233,8,0,1,485.0,0.546,Default
55,43185.72,26,15788.09,0.455,7,1,0.366,14,1,0,687.0,0.31,Paid
38,68709.07,38,12289.65,0.653,2,2,0.179,10,0,1,624.0,0.359,Paid
66,54548.66,35,10227.28,0.134,3,5,0.187,13,0,0,657.0,0.31,Paid
44,89188.33,4,6249.7,0.18,4,2,0.07,9,0,0,730.0,0.205,Paid
28,107388.71,0,12133.93,0.35,6,1,0.113,14,1,1,712.0,0.244,Paid
50,74635.43,21,25599.82,0.476,2,1,0.343,6,1,1,651.0,0.321,Paid
64,49725.42,9,3935.64,0.137,3,1,0.079,4,1,0,786.0,0.131,Paid
30,36821.71,23,1000.0,0.575,8,2,0.027,9,0,0,678.0,0.312,Paid
43,64894.89,14,7552.07,0.273,3,1,0.116,1,0,0,748.0,0.186,Paid
69,56881.94,32,30258.41,0.77,8,0,0.532,2,0,0,617.0,0.424,Paid
31,31151.16,22,11000.42,0.05,7,2,0.353,2,0,1,763.0,0.202,Paid
22,61587.39,13,15140.83,0.855,9,1,0.246,8,0,0,575.0,0.46,Default
46,102247.33,17,15780.47,0.731,6,2,0.154,5,0,1,584.0,0.425,Paid
56,76114.25,24,8159.64,0.558,5,1,0.107,1,0,0,694.0,0.277,Paid
53,36763.96,21,28501.99,0.736,2,2,0.775,14,0,0,446.0,0.605,Default
67,59631.72,36,12625.48,0.389,1,2,0.212,9,0,0,688.0,0.267,Paid
33,67469.17,6,25748.11,0.201,4,0,0.382,7,0,0,745.0,0.203,Paid
60,69848.54,25,15512.61,0.058,7,4,0.222,9,0,0,713.0,0.26,Paid
45,27275.0,23,15915.98,0.56,3,1,0.584,3,0,0,586.0,0.423,Paid
24,57653.48,12,4670.81,0.322,5,3,0.081,13,0,0,666.0,0.299,Paid
62,65220.4,5,25209.99,0.248,8,2,0.387,2,1,1,668.0,0.325,Paid
39,56268.98,20,13163.93,0.856,2,2,0.234,6,0,0,516.0,0.493,Default
38,21419.97,6,16377.51,0.724,9,2,0.765,12,1,0,457.0,0.627,Default
57,56966.97,17,31990.62,0.971,5,1,0.562,14,0,0,465.0,0.593,Default
50,75682.88,14,17744.77,0.665,5,0,0.234,1,1,0,657.0,0.328,Paid
39,48560.39,7,16782.35,0.883,3,0,0.346,6,0,0,545.0,0.463,Default
43,50601.25,15,24815.63,0.16,2,1,0.49,6,1,1,704.0,0.251,Paid
36,87956.29,2,21656.64,0.722,9,1,0.246,4,0,1,593.0,0.429,Paid
21,56003.39,8,10388.55,0.13,4,3,0.185,12,0,0,690.0,0.262,Paid
32,62238.0,25,9243.28,0.138,5,2,0.149,2,0,0,774.0,0.17,Paid
44,22711.22,25,19453.03,0.848,3,4,0.857,13,0,0,329.0,0.766,Default
54,38942.69,29,9486.52,0.385,6,2,0.244,3,0,0,694.0,0.289,Paid
28,103793.57,26,15450.67,0.344,5,3,0.149,5,0,1,674.0,0.3,Paid
38,93110.27,15,2458.45,0.221,3,1,0.026,4,0,1,783.0,0.136,Paid
68,69457.51,3,31848.39,0.501,1,1,0.459,5,1,1,579.0,0.402,Paid
25,15000.0,18,8687.23,0.239,3,0,0.579,14,0,0,713.0,0.253,Paid
46,33366.59,33,20972.3,0.55,3,1,0.629,11,1,0,600.0,0.413,Paid
50,32830.41,5,21311.35,0.664,5,0,0.649,11,1,1,556.0,0.47,Default
33,32538.12,14,32425.49,0.659,9,0,0.997,7,1,0,526.0,0.555,Default
39,52279.55,9,18188.88,0.389,4,0,0.348,3,1,0,702.0,0.262,Paid
49,75614.75,35,11053.92,0.705,2,2,0.146,4,0,0,609.0,0.376,Paid
23,47361.79,39,14613.87,0.297,1,2,0.309,5,0,0,702.0,0.254,Paid
46,53791.26,5,6317.04,0.801,7,1,0.117,2,0,1,591.0,0.416,Paid
60,53855.95,39,28225.17,0.05,9,2,0.524,11,0,1,773.0,0.219,Paid
32,78064.61,5,11828.15,0.949,6,1,0.152,2,1,1,535.0,0.485,Default
22,77864.22,14,32580.9,0.453,9,3,0.418,10,0,0,583.0,0.449,Paid
31,63239.98,28,8446.43,0.361,4,2,0.134,12,0,0,711.0,0.248,Paid
64,85568.74,24,40746.98,0.631,6,1,0.476,7,1,1,604.0,0.417,Paid
48,52342.8,18,8175.87,0.868,2,2,0.156,11,0,0,524.0,0.478,Default
38,94938.49,13,7653.84,0.378,5,3,0.081,12,0,0,652.0,0.319,Paid
33,47878.45,2,8606.54,0.115,7,2,0.18,4,0,0,739.0,0.216,Paid
57,20637.76,13,8320.78,0.379,6,0,0.403,13,0,0,712.0,0.267,Paid
42,34741.57,38,18712.39,0.055,1,0,0.539,4,0,1,807.0,0.127,Paid
32,32964.05,38,6768.82,0.222,3,3,0.205,13,1,0,713.0,0.244,Paid
22,45196.15,20,3509.66,0.098,5,1,0.078,5,0,0,830.0,0.093,Paid
57,82572.27,10,5929.34,0.41,9,4,0.072,8,0,0,618.0,0.386,Paid
27,51017.4,9,35255.6,0.106,1,1,0.691,8,0,0,663.0,0.302,Paid
46,32900.07,14,3704.68,0.965,9,0,0.113,3,1,0,611.0,0.412,Paid
46,30876.04,29,16875.11,0.777,1,0,0.547,6,0,1,571.0,0.437,Paid
44,58849.45,16,5828.79,0.44,2,2,0.099,2,0,1,660.0,0.294,Paid
32,90494.83,28,19604.28,0.785,4,0,0.217,11,1,1,647.0,0.343,Paid
36,64420.82,16,16585.54,0.438,6,1,0.257,6,0,0,689.0,0.29,Paid
43,78877.63,32,31631.03,0.652,1,0,0.401,6,1,0,643.0,0.337,Paid
60,68036.58,37,10587.59,0.814,7,3,0.156,5,0,0,564.0,0.468,Default
29,29470.18,20,19262.46,0.686,9,0,0.654,9,1,0,598.0,0.451,Default
52,72027.13,13,25449.71,0.129,9,2,0.353,2,0,0,732.0,0.251,Paid
35,37219.39,9,11310.4,0.09,9,2,0.304,2,0,0,745.0,0.229,Paid
57,51664.36,22,17111.95,0.58,2,0,0.331,1,1,0,664.0,0.307,Paid
33,45546.39,38,1000.0,0.233,2,2,0.022,11,0,0,782.0,0.144,Paid
25,57927.83,38,19457.6,0.965,1,1,0.336,9,0,1,534.0,0.481,Default
31,55027.5,13,16819.71,0.065,2,1,0.306,1,0,0,765.0,0.162,Paid
30,52386.97,21,7403.64,0.746,3,0,0.141,11,0,1,655.0,0.319,Paid
33,54482.52,27,2647.92,0.089,2,2,0.049,9,0,0,797.0,0.116,Paid
61,65354.4,8,12250.55,0.618,5,0,0.187,1,0,0,668.0,0.307,Paid
66,54481.21,22,3104.23,0.441,4,0,0.057,5,0,1,770.0,0.169,Paid
35,56548.03,6,15985.53,0.639,7,3,0.283,4,0,0,529.0,0.498,Default
62,99843.5,23,21197.34,0.759,7,3,0.212,3,0,0,541.0,0.491,Default
27,80791.19,36,1000.0,0.081,7,0,0.012,14,1,0,850.0,0.01,Paid
60,50030.46,8,6598.64,0.535,5,5,0.132,8,1,1,504.0,0.507,Default
48,62133.81,37,31074.43,0.926,4,0,0.5,5,1,0,566.0,0.467,Default
52,60568.3,6,21103.9,0.253,8,4,0.348,11,1,0,597.0,0.414,Paid
55,61599.14,22,1000.0,0.122,4,0,0.016,7,0,0,850.0,0.03,Paid
35,59581.44,24,10088.87,0.767,5,0,0.169,6,0,1,659.0,0.33,Paid
68,61743.94,21,1000.0,0.74,8,0,0.016,9,0,1,707.0,0.279,Paid
56,54964.49,6,26438.95,0.413,3,2,0.481,13,0,1,577.0,0.417,Paid
41,47709.1,5,14843.71,0.822,7,1,0.311,6,0,1,546.0,0.482,Default
26,52243.0,35,16310.43,0.556,1,2,0.312,14,0,1,616.0,0.366,Paid
21,25279.84,21,26928.14,0.492,2,1,1.065,14,0,0,501.0,0.544,Default
24,73901.52,34,12698.08,0.814,2,2,0.172,14,0,0,569.0,0.429,Paid
31,69641.92,32,17739.93,0.141,5,2,0.255,8,0,0,766.0,0.189,Paid
64,100231.99,20,25887.65,0.258,2,2,0.258,10,0,1,691.0,0.261,Paid
46,36089.61,10,6824.6,0.463,4,3,0.189,6,0,0,593.0,0.392,Paid
57,51928.32,12,2529.91,0.129,1,1,0.049,2,1,0,790.0,0.112,Paid
43,83339.73,2,32937.54,0.976,6,0,0.395,9,0,0,512.0,0.525,Default
49,67177.8,12,7606.9,0.342,1,5,0.113,14,1,0,554.0,0.417,Paid
41,92630.75,33,1000.0,0.931,2,4,0.011,7,1,0,484.0,0.53,Default
68,89525.38,27,7788.46,0.491,4,3,0.087,7,1,0,639.0,0.339,Paid
65,15000.0,39,8237.3,0.91,4,1,0.549,10,0,1,525.0,0.521,Default
65,65147.42,33,35196.34,0.459,9,5,0.54,9,1,0,515.0,0.55,Default
69,65253.01,31,20501.43,0.808,5,2,0.314,12,1,1,552.0,0.475,Default
47,59543.5,22,12875.13,0.749,4,2,0.216,5,1,0,566.0,0.44,Paid
59,51310.71,23,8101.0,0.931,5,1,0.158,6,0,0,570.0,0.444,Paid
60,91241.74,0,21829.89,0.643,7,0,0.239,3,1,1,644.0,0.349,Paid
33,59459.36,23,25517.68,0.261,9,3,0.429,7,0,1,657.0,0.357,Paid
43,15000.0,2,19971.43,0.554,9,1,1.331,6,1,0,427.0,0.687,Default
36,51148.75,16,24209.74,0.186,1,2,0.473,14,1,0,657.0,0.304,Paid
50,101423.5,6,30501.67,0.361,4,0,0.301,12,0,0,713.0,0.243,Paid
24,37659.15,9,15938.31,0.784,4,3,0.423,8,1,0,448.0,0.593,Default
60,84350.72,18,9925.48,0.063,7,2,0.118,9,1,0,799.0,0.144,Paid
36,80849.42,23,10704.55,0.627,6,0,0.132,14,1,0,711.0,0.265,Paid
51,54882.31,8,27529.15,0.694,8,3,0.502,2,1,0,477.0,0.582,Default
